TEAM_ID,TEAM_NAME,GP,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON,SEASON_START_YEAR,TEAM_SUCCESS_GROUP,TWO_PM,TWO_PA,TWO_PCT,FG3A_RATE,FT_RATE,OREB_SHARE,ASSISTED_FG_RATE,BALL_CONTROL,BLOCK_ADVANTAGE,FOUL_BALANCE
1610612740,New Orleans Pelicans,82,0.415,48.5,39.1,87.0,0.45,9.4,26.8,0.35,16.7,22.3,0.75,8.6,35.1,43.7,22.8,12.9,7.8,5.5,4.2,18.2,19.3,104.3,-2.1,2016-17,2016,Average,29.700000000000003,60.2,0.493,0.308,0.256,0.197,0.583,9.9,1.2999999999999998,1.1000000000000014
1610612752,New York Knicks,82,0.378,48.4,39.6,88.5,0.447,8.6,24.7,0.348,16.6,21.1,0.788,12.0,33.2,45.2,21.8,13.9,7.1,5.5,4.6,20.3,18.5,104.3,-3.7,2016-17,2016,Unsuccessful,31.0,63.8,0.486,0.279,0.238,0.265,0.551,7.9,0.9000000000000004,-1.8000000000000007
1610612760,Oklahoma City Thunder,82,0.573,48.3,39.5,87.4,0.452,8.4,25.8,0.327,19.2,25.8,0.745,12.2,34.4,46.6,21.0,15.0,7.9,5.0,5.5,20.9,20.7,106.6,0.8,2016-17,2016,Average,31.1,61.60000000000001,0.505,0.295,0.295,0.262,0.532,6.0,-0.5,-0.1999999999999993
1610612753,Orlando Magic,82,0.354,48.3,38.3,87.0,0.44,8.5,26.1,0.328,16.0,21.4,0.747,9.8,33.3,43.2,22.2,13.3,7.1,4.8,5.1,19.3,18.7,101.1,-6.6,2016-17,2016,Unsuccessful,29.799999999999997,60.9,0.489,0.3,0.246,0.227,0.58,8.899999999999999,-0.2999999999999998,-0.6000000000000014
1610612755,Philadelphia 76ers,82,0.341,48.4,37.7,85.3,0.442,10.1,29.8,0.34,17.0,22.0,0.771,9.8,33.0,42.8,23.8,16.7,8.4,5.1,5.4,21.9,19.6,102.4,-5.7,2016-17,2016,Unsuccessful,27.6,55.5,0.497,0.349,0.258,0.229,0.631,7.100000000000001,-0.3000000000000007,-2.299999999999997
1610612756,Phoenix Suns,82,0.293,48.4,39.9,88.5,0.45,7.5,22.6,0.332,20.4,26.3,0.776,11.9,33.1,45.0,19.6,15.4,8.2,4.9,5.3,24.8,22.2,107.7,-5.6,2016-17,2016,Unsuccessful,32.4,65.9,0.492,0.255,0.297,0.264,0.491,4.200000000000001,-0.39999999999999947,-2.6000000000000014
1610612757,Portland Trail Blazers,82,0.5,48.6,39.5,86.1,0.459,10.4,27.7,0.375,18.5,23.7,0.78,10.1,33.5,43.7,21.1,13.7,7.0,5.0,5.3,21.2,19.8,107.9,-0.5,2016-17,2016,Average,29.1,58.39999999999999,0.498,0.322,0.275,0.231,0.534,7.400000000000002,-0.2999999999999998,-1.3999999999999986
1610612758,Sacramento Kings,82,0.39,48.5,37.9,82.1,0.461,9.0,23.9,0.376,18.1,23.3,0.775,8.7,32.3,41.1,22.5,14.6,7.6,4.0,5.1,20.3,20.1,102.8,-3.9,2016-17,2016,Unsuccessful,28.9,58.199999999999996,0.497,0.291,0.284,0.212,0.594,7.9,-1.0999999999999996,-0.1999999999999993
1610612759,San Antonio Spurs,82,0.744,48.3,39.3,83.7,0.469,9.2,23.5,0.391,17.6,22.0,0.797,10.0,33.9,43.9,23.8,13.4,8.0,5.9,4.1,18.3,19.8,105.3,7.2,2016-17,2016,Successful,30.099999999999998,60.2,0.5,0.281,0.263,0.228,0.606,10.4,1.8000000000000007,1.5
1610612761,Toronto Raptors,82,0.622,48.2,39.2,84.4,0.464,8.8,24.3,0.363,19.7,24.7,0.796,10.6,32.6,43.3,18.5,12.7,8.3,4.9,4.8,20.8,20.3,106.9,4.2,2016-17,2016,Successful,30.400000000000002,60.10000000000001,0.506,0.288,0.293,0.245,0.472,5.800000000000001,0.10000000000000053,-0.5
