TEAM_ID,TEAM_NAME,GP,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,POSS,PIE,GP_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SEASON,SEASON_START_YEAR,TEAM_SUCCESS_GROUP,SHOOTING_EFFICIENCY_GAP,REB_PCT_BALANCE,PACE_ADJ_NET_RATING,POSSESSION_CONTROL_INDEX,TEAM_SUCCESS_GROUP_ENCODED
1610612753,Orlando Magic,82,0.305,3946.0,104.7,109.4,-4.7,0.604,1.61,17.5,0.248,0.714,0.48,0.147,0.512,0.545,98.58,8096,0.472,1,26,23,25,20,25,9,16,10,25,28,29,17,21,22,12,25,2017-18,2017,Unsuccessful,0.033,0.466,-4.768,0.333,0.0
1610612755,Philadelphia 76ers,82,0.634,3956.0,108.5,103.9,4.6,0.663,1.64,19.1,0.286,0.736,0.52,0.163,0.535,0.568,100.75,8299,0.542,1,5,16,13,3,4,2,15,2,5,12,1,30,7,8,4,2,2017-18,2017,Successful,0.033,0.45,4.566,0.357,1.0
1610612756,Phoenix Suns,82,0.256,3941.0,102.8,111.7,-9.0,0.553,1.35,15.6,0.271,0.724,0.493,0.155,0.495,0.532,101.14,8293,0.442,1,30,27,30,30,30,27,30,29,14,22,22,27,30,28,2,30,2017-18,2017,Unsuccessful,0.037,0.453,-8.899,0.338,0.0
1610612757,Portland Trail Blazers,82,0.598,3951.0,108.4,105.7,2.7,0.496,1.44,15.0,0.279,0.746,0.513,0.139,0.511,0.549,97.11,7992,0.51,1,7,18,14,6,9,30,28,30,7,6,4,8,23,17,19,11,2017-18,2017,Average,0.038,0.467,2.78,0.374,
1610612758,Sacramento Kings,82,0.329,3951.0,103.1,110.4,-7.3,0.556,1.57,16.6,0.264,0.731,0.489,0.143,0.502,0.529,95.5,7860,0.451,1,24,18,29,27,29,23,20,23,17,15,27,14,27,30,30,29,2017-18,2017,Unsuccessful,0.027,0.467,-7.644,0.346,0.0
1610612759,San Antonio Spurs,82,0.573,3946.0,107.1,104.1,3.0,0.583,1.73,17.3,0.277,0.741,0.508,0.137,0.507,0.543,95.7,7867,0.525,1,12,23,17,4,8,18,6,13,9,8,8,6,26,25,28,6,2017-18,2017,Average,0.036,0.464,3.135,0.371,
1610612761,Toronto Raptors,82,0.72,3966.0,113.0,105.3,7.7,0.59,1.82,17.9,0.274,0.725,0.502,0.135,0.539,0.575,98.02,8104,0.538,1,2,8,2,5,2,11,4,6,12,21,15,4,5,4,14,3,2017-18,2017,Successful,0.036,0.451,7.856,0.367,1.0
1610612762,Utah Jazz,82,0.585,3951.0,107.4,103.0,4.4,0.586,1.53,17.1,0.256,0.756,0.509,0.152,0.527,0.564,96.58,7951,0.532,1,8,18,16,1,5,14,24,17,21,3,7,24,9,11,25,4,2017-18,2017,Average,0.037,0.5,4.556,0.357,
1610612764,Washington Wizards,82,0.524,3971.0,108.1,107.7,0.4,0.631,1.73,18.4,0.274,0.732,0.504,0.148,0.525,0.56,97.67,8087,0.509,1,17,5,15,15,15,3,7,4,11,13,12,20,11,12,16,13,2017-18,2017,Average,0.035,0.458,0.41,0.356,
1610612737,Atlanta Hawks,82,0.354,3971.0,107.5,113.1,-5.5,0.624,1.52,17.7,0.284,0.718,0.496,0.162,0.522,0.555,104.56,8642,0.464,1,26,7,23,28,26,9,29,16,8,24,20,30,17,17,1,26,2018-19,2018,Unsuccessful,0.033,0.434,-5.26,0.334,0.0
1610612738,Boston Celtics,82,0.598,3956.0,111.3,107.0,4.3,0.624,2.05,18.8,0.257,0.728,0.495,0.127,0.534,0.567,100.43,8282,0.53,1,9,18,10,6,6,8,2,4,24,15,23,3,7,10,16,5,2018-19,2018,Average,0.033,0.471,4.282,0.368,
1610612751,Brooklyn Nets,82,0.512,3996.0,108.9,109.0,-0.1,0.592,1.58,16.9,0.282,0.72,0.501,0.146,0.52,0.556,101.52,8452,0.492,1,14,1,19,15,15,18,25,23,9,23,15,25,18,15,11,21,2018-19,2018,Average,0.036,0.438,-0.099,0.355,
1610612766,Charlotte Hornets,82,0.476,3966.0,110.7,112.0,-1.3,0.578,1.9,17.0,0.268,0.731,0.495,0.122,0.514,0.554,99.18,8202,0.486,1,17,11,11,23,19,24,6,22,17,12,22,2,24,19,21,24,2018-19,2018,Average,0.04,0.463,-1.311,0.373,
1610612741,Chicago Bulls,82,0.268,3981.0,104.5,112.8,-8.3,0.55,1.55,16.3,0.242,0.727,0.483,0.141,0.505,0.541,99.3,8232,0.453,1,27,3,29,25,27,25,26,26,30,16,27,20,28,28,20,27,2018-19,2018,Unsuccessful,0.036,0.485,-8.359,0.342,0.0
1610612739,Cleveland Cavaliers,82,0.232,3951.0,106.8,116.8,-10.0,0.532,1.54,15.6,0.282,0.732,0.496,0.138,0.503,0.54,97.37,8021,0.436,1,28,24,25,30,30,29,27,29,10,11,21,13,29,29,29,30,2018-19,2018,Unsuccessful,0.037,0.45,-10.27,0.358,0.0
1610612742,Dallas Mavericks,82,0.402,3956.0,108.7,110.1,-1.5,0.603,1.64,17.0,0.273,0.734,0.503,0.142,0.519,0.555,99.6,8216,0.492,1,22,18,20,18,21,13,21,21,13,10,12,21,19,16,19,20,2018-19,2018,Average,0.036,0.461,-1.506,0.361,
1610612743,Denver Nuggets,82,0.659,3946.0,112.1,108.1,4.0,0.653,2.04,19.3,0.308,0.744,0.524,0.136,0.527,0.558,98.49,8096,0.524,1,4,27,7,10,8,2,3,2,1,5,2,11,15,14,26,8,2018-19,2018,Successful,0.031,0.436,4.061,0.388,1.0
1610612765,Detroit Pistons,82,0.5,3971.0,108.4,108.7,-0.3,0.579,1.63,16.5,0.291,0.745,0.509,0.14,0.509,0.544,97.88,8101,0.482,1,16,7,21,12,16,23,23,25,5,4,8,18,26,26,28,25,2018-19,2018,Average,0.035,0.454,-0.306,0.369,
1610612744,Golden State Warriors,82,0.695,3961.0,115.0,108.6,6.5,0.668,2.06,20.4,0.257,0.727,0.505,0.139,0.565,0.596,101.74,8390,0.546,1,3,15,1,11,2,1,1,1,23,17,10,16,1,1,10,2,2018-19,2018,Successful,0.031,0.47,6.389,0.366,1.0
1610612745,Houston Rockets,82,0.646,3966.0,114.9,110.1,4.8,0.541,1.59,15.9,0.269,0.7,0.481,0.135,0.542,0.581,98.39,8130,0.498,1,5,11,2,17,5,28,24,28,16,29,28,9,4,3,27,17,2018-19,2018,Successful,0.039,0.431,4.879,0.346,1.0
1610612754,Indiana Pacers,82,0.585,3941.0,109.4,106.0,3.4,0.628,1.9,18.9,0.269,0.722,0.499,0.139,0.53,0.561,98.64,8097,0.527,1,11,30,18,3,9,7,8,3,15,22,18,15,10,13,25,7,2018-19,2018,Average,0.031,0.453,3.447,0.36,
1610612746,LA Clippers,82,0.585,3966.0,111.4,110.4,1.0,0.582,1.65,17.1,0.263,0.722,0.5,0.141,0.529,0.575,102.66,8475,0.505,1,11,11,9,19,13,21,19,20,21,21,17,19,12,5,7,13,2018-19,2018,Average,0.046,0.459,0.974,0.359,
1610612747,Los Angeles Lakers,82,0.451,3956.0,107.4,108.9,-1.6,0.6,1.63,17.8,0.27,0.725,0.502,0.15,0.527,0.554,103.6,8534,0.495,1,20,18,24,13,22,16,22,14,14,19,14,28,14,18,4,19,2018-19,2018,Average,0.027,0.455,-1.544,0.352,
1610612763,Memphis Grizzlies,82,0.402,3976.0,105.6,108.0,-2.4,0.631,1.71,17.9,0.247,0.724,0.484,0.143,0.508,0.548,97.15,8038,0.49,1,22,4,27,9,24,6,16,13,27,20,26,23,27,24,30,22,2018-19,2018,Average,0.04,0.477,-2.47,0.341,
1610612748,Miami Heat,82,0.476,3946.0,106.7,107.1,-0.4,0.612,1.65,17.6,0.291,0.731,0.509,0.149,0.515,0.542,98.73,8122,0.501,1,17,27,26,7,17,12,20,17,6,13,6,26,21,27,23,14,2018-19,2018,Average,0.027,0.44,-0.405,0.36,
1610612749,Milwaukee Bucks,82,0.732,3956.0,113.5,104.9,8.6,0.601,1.88,18.3,0.25,0.757,0.516,0.133,0.55,0.583,103.57,8533,0.553,1,1,18,4,1,1,15,10,10,26,2,5,7,2,2,5,1,2018-19,2018,Successful,0.033,0.507,8.304,0.383,1.0
1610612750,Minnesota Timberwolves,82,0.439,3966.0,110.6,112.2,-1.6,0.591,1.88,17.4,0.292,0.709,0.497,0.129,0.511,0.552,100.88,8341,0.498,1,21,11,13,24,23,19,9,18,4,27,19,5,25,22,13,15,2018-19,2018,Average,0.041,0.417,-1.586,0.368,
1610612740,New Orleans Pelicans,82,0.402,3951.0,110.7,112.0,-1.3,0.619,1.82,18.6,0.285,0.729,0.509,0.142,0.529,0.563,103.89,8553,0.498,1,22,24,12,22,20,11,12,7,7,14,9,22,11,12,2,16,2018-19,2018,Average,0.034,0.444,-1.251,0.367,
1610612752,New York Knicks,82,0.207,3956.0,104.0,112.9,-8.9,0.525,1.43,14.9,0.264,0.717,0.486,0.14,0.49,0.529,100.16,8244,0.442,1,30,18,30,26,28,30,30,30,20,25,25,17,30,30,17,29,2018-19,2018,Unsuccessful,0.039,0.453,-8.886,0.346,0.0
1610612760,Oklahoma City Thunder,82,0.598,3971.0,109.8,106.5,3.4,0.548,1.67,16.3,0.298,0.738,0.509,0.134,0.514,0.545,103.38,8549,0.506,1,9,7,16,4,10,26,17,27,3,9,7,8,22,25,6,12,2018-19,2018,Average,0.031,0.44,3.289,0.375,
1610612753,Orlando Magic,82,0.512,3956.0,108.2,107.6,0.6,0.632,1.94,18.6,0.259,0.754,0.504,0.133,0.518,0.55,98.65,8133,0.508,1,14,18,22,8,14,5,5,6,22,3,11,6,20,23,24,11,2018-19,2018,Average,0.032,0.495,0.608,0.371,
1610612755,Philadelphia 76ers,82,0.622,3961.0,111.6,109.0,2.6,0.648,1.8,18.7,0.278,0.741,0.517,0.144,0.532,0.574,102.59,8467,0.529,1,7,15,8,14,11,3,14,5,11,7,4,24,8,6,8,6,2018-19,2018,Successful,0.042,0.463,2.534,0.373,1.0
1610612756,Phoenix Suns,82,0.232,3976.0,105.3,114.2,-8.9,0.595,1.53,17.3,0.247,0.683,0.464,0.153,0.514,0.552,101.15,8371,0.45,1,28,4,28,29,29,17,28,19,28,30,30,29,23,21,12,28,2018-19,2018,Unsuccessful,0.038,0.436,-8.799,0.311,0.0
1610612757,Portland Trail Blazers,82,0.646,3971.0,113.7,109.5,4.2,0.544,1.66,16.6,0.308,0.739,0.526,0.137,0.528,0.568,99.96,8269,0.521,1,5,7,3,16,7,27,18,24,2,8,1,12,13,9,18,9,2018-19,2018,Successful,0.04,0.431,4.202,0.389,1.0
1610612758,Sacramento Kings,82,0.476,3946.0,109.6,110.8,-1.2,0.588,1.9,17.7,0.268,0.713,0.487,0.128,0.524,0.554,103.88,8545,0.495,1,17,27,17,21,18,20,7,15,18,26,24,4,16,20,3,18,2018-19,2018,Average,0.03,0.445,-1.155,0.359,
1610612759,San Antonio Spurs,82,0.585,3961.0,112.2,110.6,1.6,0.58,2.03,18.1,0.246,0.744,0.501,0.122,0.534,0.572,98.88,8162,0.516,1,11,15,6,20,12,22,4,12,29,6,16,1,6,8,22,10,2018-19,2018,Average,0.038,0.498,1.618,0.379,
1610612761,Toronto Raptors,82,0.707,3976.0,112.6,106.8,5.8,0.603,1.81,18.2,0.265,0.726,0.502,0.138,0.543,0.579,100.51,8334,0.533,1,2,4,5,5,3,14,13,11,19,18,13,14,3,4,15,4,2018-19,2018,Successful,0.036,0.461,5.771,0.364,1.0
1610612762,Utah Jazz,82,0.61,3951.0,110.3,105.3,5.0,0.644,1.72,18.5,0.275,0.759,0.522,0.149,0.538,0.572,100.84,8308,0.539,1,8,24,14,2,4,4,15,8,12,1,3,27,5,7,14,3,2018-19,2018,Successful,0.034,0.484,4.958,0.373,1.0
1610612764,Washington Wizards,82,0.39,3986.0,110.2,112.9,-2.7,0.623,1.87,18.4,0.252,0.706,0.477,0.136,0.531,0.567,102.23,8486,0.487,1,25,2,15,27,25,10,11,9,25,28,29,10,9,11,9,23,2018-19,2018,Unsuccessful,0.036,0.454,-2.641,0.341,0.0
1610612737,Atlanta Hawks,67,0.299,3256.0,107.0,114.4,-7.4,0.589,1.48,16.9,0.267,0.708,0.484,0.155,0.515,0.554,103.28,6999,0.454,23,27,23,25,28,28,19,28,22,15,29,26,28,25,23,7,29,2019-20,2019,Unsuccessful,0.039,0.441,-7.165,0.329,0.0
1610612738,Boston Celtics,72,0.667,3486.0,112.8,106.5,6.3,0.557,1.66,16.7,0.283,0.731,0.509,0.137,0.531,0.57,99.92,7255,0.531,11,5,13,4,4,3,26,15,25,5,16,12,8,17,13,17,4,2019-20,2019,Successful,0.039,0.448,6.305,0.372,1.0
1610612751,Brooklyn Nets,72,0.486,3496.0,108.7,109.2,-0.5,0.606,1.6,17.3,0.28,0.736,0.511,0.148,0.52,0.554,101.7,7404,0.5,11,14,11,22,10,15,13,21,19,9,12,9,21,23,22,10,16,2019-20,2019,Average,0.034,0.456,-0.492,0.363,
1610612766,Charlotte Hornets,65,0.354,3150.0,105.9,112.8,-7.0,0.639,1.63,17.7,0.28,0.706,0.486,0.15,0.504,0.539,96.24,6317,0.455,26,22,26,28,25,27,4,18,15,8,30,25,24,28,29,30,28,2019-20,2019,Unsuccessful,0.035,0.426,-7.273,0.336,0.0
1610612741,Chicago Bulls,65,0.338,3135.0,105.8,108.9,-3.1,0.587,1.5,16.9,0.267,0.719,0.481,0.153,0.515,0.547,100.46,6563,0.466,26,24,29,29,9,22,20,26,21,14,23,28,26,24,26,16,25,2019-20,2019,Unsuccessful,0.032,0.452,-3.086,0.328,0.0
1610612739,Cleveland Cavaliers,65,0.292,3145.0,106.9,114.8,-7.9,0.573,1.4,16.8,0.296,0.738,0.512,0.165,0.522,0.553,99.17,6497,0.453,26,29,27,26,30,29,23,30,23,2,9,7,30,22,24,23,30,2019-20,2019,Unsuccessful,0.031,0.442,-7.966,0.347,0.0
1610612742,Dallas Mavericks,75,0.573,3635.0,115.9,111.2,4.8,0.592,1.94,17.7,0.275,0.74,0.509,0.126,0.545,0.581,99.89,7569,0.521,1,13,1,1,18,6,17,4,14,12,8,10,3,4,4,18,8,2019-20,2019,Average,0.036,0.465,4.805,0.383,
1610612743,Denver Nuggets,73,0.63,3549.0,112.6,110.4,2.2,0.636,1.94,19.1,0.294,0.725,0.509,0.139,0.535,0.567,97.64,7217,0.517,3,6,3,5,16,11,5,3,2,3,20,11,9,10,15,29,11,2019-20,2019,Successful,0.032,0.431,2.253,0.37,1.0
1610612765,Detroit Pistons,66,0.303,3193.0,108.8,112.3,-3.5,0.612,1.58,17.7,0.277,0.717,0.493,0.155,0.529,0.561,97.86,6507,0.473,24,26,24,20,22,23,11,23,13,11,25,19,27,19,20,28,23,2019-20,2019,Unsuccessful,0.032,0.44,-3.577,0.338,0.0
1610612744,Golden State Warriors,65,0.231,3145.0,104.4,113.0,-8.6,0.663,1.72,18.2,0.255,0.722,0.481,0.146,0.497,0.54,101.04,6623,0.462,26,30,27,30,26,30,1,11,8,25,21,27,19,30,28,15,26,2019-20,2019,Unsuccessful,0.043,0.467,-8.511,0.335,0.0
1610612745,Houston Rockets,72,0.611,3476.0,112.5,109.8,2.7,0.53,1.47,15.5,0.249,0.713,0.48,0.14,0.537,0.578,104.04,7539,0.494,11,8,16,6,15,8,29,29,29,26,26,29,10,7,5,2,19,2019-20,2019,Successful,0.041,0.464,2.595,0.34,1.0
1610612754,Indiana Pacers,73,0.616,3524.0,109.5,107.5,1.9,0.614,1.95,18.9,0.243,0.718,0.487,0.132,0.534,0.565,99.41,7299,0.52,3,7,5,19,6,13,10,2,3,27,24,24,5,12,18,22,9,2019-20,2019,Successful,0.031,0.475,1.911,0.355,1.0
1610612746,LA Clippers,72,0.681,3476.0,113.3,106.9,6.3,0.571,1.63,16.9,0.278,0.737,0.515,0.142,0.535,0.577,102.16,7396,0.532,11,4,16,2,5,2,24,19,20,10,10,3,12,9,6,8,3,2019-20,2019,Successful,0.042,0.459,6.167,0.373,1.0
1610612747,Los Angeles Lakers,71,0.732,3418.0,111.7,106.1,5.6,0.6,1.67,18.0,0.283,0.737,0.512,0.149,0.542,0.573,101.2,7211,0.539,21,3,22,11,3,5,15,14,10,6,11,6,23,5,9,11,2,2019-20,2019,Successful,0.031,0.454,5.534,0.363,1.0
1610612763,Memphis Grizzlies,73,0.466,3514.0,108.7,109.7,-1.0,0.633,1.77,18.7,0.271,0.733,0.506,0.147,0.528,0.561,103.31,7562,0.507,3,16,9,21,14,17,6,9,5,13,15,14,20,20,21,6,14,2019-20,2019,Average,0.033,0.462,-0.968,0.359,
1610612748,Miami Heat,73,0.603,3549.0,111.9,109.3,2.7,0.657,1.74,18.8,0.257,0.753,0.512,0.149,0.547,0.587,98.7,7306,0.525,3,11,3,7,12,7,3,10,4,23,3,5,22,3,1,27,6,2019-20,2019,Successful,0.04,0.496,2.736,0.363,1.0
1610612749,Milwaukee Bucks,73,0.767,3519.0,111.9,102.5,9.4,0.598,1.71,18.0,0.241,0.775,0.524,0.142,0.552,0.583,105.51,7739,0.562,3,1,6,8,1,1,16,12,11,28,1,1,13,1,3,1,1,2019-20,2019,Successful,0.031,0.534,8.909,0.382,1.0
1610612750,Minnesota Timberwolves,64,0.297,3112.0,107.6,111.6,-4.0,0.59,1.55,16.7,0.264,0.731,0.488,0.146,0.514,0.551,103.94,6736,0.472,30,28,30,24,20,24,18,24,26,18,17,23,18,26,25,3,24,2019-20,2019,Unsuccessful,0.037,0.467,-3.848,0.342,0.0
1610612740,New Orleans Pelicans,72,0.417,3486.0,110.5,111.8,-1.3,0.63,1.64,18.4,0.287,0.729,0.508,0.156,0.539,0.568,103.89,7548,0.495,11,21,13,15,21,20,7,17,7,4,18,13,29,6,14,4,18,2019-20,2019,Average,0.029,0.442,-1.251,0.352,
1610612752,New York Knicks,66,0.318,3193.0,105.9,112.4,-6.5,0.552,1.54,16.0,0.3,0.742,0.513,0.143,0.501,0.531,99.11,6594,0.461,24,25,24,27,23,26,27,25,28,1,7,4,14,29,30,25,27,2019-20,2019,Unsuccessful,0.03,0.442,-6.558,0.37,0.0
1610612760,Oklahoma City Thunder,72,0.611,3486.0,110.1,108.1,2.1,0.543,1.58,16.3,0.241,0.728,0.492,0.137,0.53,0.573,99.42,7218,0.519,11,8,13,17,7,12,28,22,27,29,19,22,7,18,10,21,10,2019-20,2019,Successful,0.043,0.487,2.112,0.355,1.0
1610612753,Orlando Magic,73,0.452,3514.0,107.9,109.2,-1.3,0.608,1.86,17.5,0.267,0.749,0.5,0.129,0.506,0.544,98.99,7255,0.496,3,18,9,23,11,19,12,5,17,16,5,15,4,27,27,26,17,2019-20,2019,Average,0.038,0.482,-1.313,0.371,
1610612755,Philadelphia 76ers,73,0.589,3519.0,110.7,108.4,2.3,0.628,1.82,18.5,0.281,0.753,0.516,0.142,0.534,0.566,99.59,7304,0.523,3,12,6,14,8,10,8,7,6,7,2,2,11,13,16,20,7,2019-20,2019,Average,0.032,0.472,2.309,0.374,
1610612756,Phoenix Suns,73,0.466,3519.0,111.3,110.8,0.5,0.661,1.84,19.2,0.261,0.734,0.498,0.145,0.532,0.576,101.74,7449,0.512,3,16,6,12,17,14,2,6,1,21,14,16,16,15,7,9,13,2019-20,2019,Average,0.044,0.473,0.491,0.353,
1610612757,Portland Trail Blazers,74,0.473,3567.0,113.2,114.3,-1.1,0.488,1.61,15.2,0.266,0.712,0.492,0.126,0.533,0.57,101.17,7519,0.486,2,15,2,3,27,18,30,20,30,17,28,20,2,14,12,13,20,2019-20,2019,Average,0.037,0.446,-1.087,0.366,
1610612758,Sacramento Kings,72,0.431,3491.0,109.5,111.4,-1.9,0.582,1.64,17.4,0.258,0.736,0.492,0.144,0.534,0.566,99.6,7239,0.479,11,20,12,18,19,21,22,16,18,22,13,21,15,11,17,19,21,2019-20,2019,Average,0.032,0.478,-1.908,0.348,
1610612759,San Antonio Spurs,71,0.451,3443.0,111.7,112.6,-0.9,0.585,1.96,17.9,0.233,0.751,0.495,0.123,0.531,0.572,101.14,7249,0.502,21,19,21,10,24,16,21,1,12,30,4,18,1,16,11,14,15,2019-20,2019,Average,0.041,0.518,-0.89,0.372,
1610612761,Toronto Raptors,72,0.736,3476.0,110.8,104.7,6.1,0.627,1.7,18.1,0.256,0.721,0.496,0.146,0.536,0.574,101.19,7328,0.53,11,2,16,13,2,4,9,13,9,24,22,17,17,8,8,12,5,2019-20,2019,Successful,0.038,0.465,6.028,0.35,1.0
1610612762,Utah Jazz,72,0.611,3471.0,111.8,109.3,2.5,0.56,1.48,16.8,0.261,0.746,0.512,0.152,0.549,0.585,99.15,7169,0.513,11,8,19,9,13,9,25,27,24,20,6,8,25,2,2,24,12,2019-20,2019,Successful,0.036,0.485,2.521,0.36,1.0
1610612764,Washington Wizards,72,0.347,3471.0,110.2,114.7,-4.5,0.602,1.77,17.6,0.262,0.712,0.478,0.136,0.523,0.562,103.38,7475,0.473,11,23,19,16,29,25,14,8,16,19,27,30,6,21,19,5,22,2019-20,2019,Unsuccessful,0.039,0.45,-4.353,0.342,0.0
1610612737,Atlanta Hawks,72,0.569,3481.0,114.3,112.1,2.2,0.591,1.82,17.6,0.284,0.742,0.516,0.133,0.539,0.581,98.68,7160,0.511,1,11,11,9,18,11,18,14,20,6,9,7,10,16,10,22,10,2020-21,2020,Average,0.042,0.458,2.229,0.383,
1610612738,Boston Celtics,72,0.5,3476.0,113.1,111.8,1.2,0.566,1.67,17.1,0.289,0.737,0.51,0.141,0.543,0.574,98.94,7172,0.501,1,16,16,10,13,13,27,22,26,3,13,10,18,12,16,20,17,2020-21,2020,Average,0.031,0.448,1.213,0.369,
1610612751,Brooklyn Nets,72,0.667,3481.0,117.3,113.1,4.2,0.621,1.98,19.3,0.252,0.726,0.503,0.134,0.575,0.61,100.27,7280,0.532,1,4,11,1,22,7,10,6,5,22,23,13,12,1,1,11,5,2020-21,2020,Successful,0.035,0.474,4.189,0.369,1.0
1610612766,Charlotte Hornets,72,0.458,3471.0,110.1,112.0,-1.9,0.672,1.81,19.2,0.276,0.722,0.496,0.149,0.532,0.564,99.0,7159,0.489,1,19,19,23,16,23,1,16,7,9,26,17,25,19,21,18,22,2020-21,2020,Average,0.032,0.446,-1.919,0.347,
1610612741,Chicago Bulls,72,0.431,3476.0,110.4,111.5,-1.1,0.635,1.77,19.2,0.267,0.767,0.519,0.151,0.547,0.575,99.58,7220,0.499,1,21,16,21,12,20,4,20,8,16,1,4,27,10,14,13,18,2020-21,2020,Average,0.028,0.5,-1.105,0.368,
1610612739,Cleveland Cavaliers,72,0.306,3486.0,105.2,113.5,-8.3,0.618,1.54,17.5,0.28,0.729,0.499,0.157,0.508,0.543,97.96,7107,0.46,1,26,6,28,25,28,12,29,21,7,21,15,29,29,28,25,27,2020-21,2020,Unsuccessful,0.035,0.449,-8.473,0.342,0.0
1610612742,Dallas Mavericks,72,0.583,3461.0,114.6,112.3,2.3,0.557,1.9,17.2,0.253,0.734,0.496,0.123,0.55,0.582,97.94,7062,0.51,1,8,24,8,21,10,28,9,23,21,17,16,3,8,8,26,11,2020-21,2020,Average,0.032,0.481,2.348,0.373,
1610612743,Denver Nuggets,72,0.653,3496.0,116.3,111.5,4.8,0.621,1.99,19.3,0.292,0.751,0.522,0.136,0.557,0.588,97.74,7123,0.525,1,5,1,6,11,6,11,5,4,2,6,3,15,6,6,27,7,2020-21,2020,Successful,0.031,0.459,4.911,0.386,1.0
1610612765,Detroit Pistons,72,0.278,3486.0,107.6,112.2,-4.5,0.626,1.62,17.8,0.267,0.725,0.493,0.151,0.519,0.556,98.19,7132,0.473,1,29,6,26,19,25,8,26,18,15,24,21,26,26,24,23,25,2020-21,2020,Unsuccessful,0.037,0.458,-4.583,0.342,0.0
1610612744,Golden State Warriors,72,0.542,3461.0,110.5,109.4,1.1,0.67,1.84,19.6,0.222,0.727,0.48,0.146,0.551,0.583,102.81,7412,0.51,1,14,24,20,5,15,3,12,2,30,22,27,24,7,7,3,12,2020-21,2020,Average,0.032,0.505,1.07,0.334,
1610612745,Houston Rockets,72,0.236,3461.0,107.0,114.4,-7.4,0.601,1.6,17.2,0.24,0.723,0.474,0.145,0.521,0.553,101.69,7320,0.451,1,30,24,27,27,27,16,28,25,28,25,30,23,24,27,6,28,2020-21,2020,Unsuccessful,0.032,0.483,-7.277,0.329,0.0
1610612754,Indiana Pacers,72,0.472,3491.0,111.9,111.9,0.1,0.633,2.02,19.2,0.247,0.701,0.476,0.131,0.542,0.575,102.05,7419,0.502,1,17,4,14,14,16,5,4,6,26,30,29,7,13,15,4,16,2020-21,2020,Average,0.033,0.454,0.098,0.345,
1610612746,LA Clippers,72,0.653,3456.0,116.7,110.6,6.1,0.584,1.85,18.1,0.27,0.754,0.518,0.135,0.564,0.599,97.63,7036,0.53,1,5,30,3,8,2,21,11,12,12,5,6,14,4,2,28,6,2020-21,2020,Successful,0.035,0.484,6.248,0.383,1.0
1610612747,Los Angeles Lakers,72,0.583,3491.0,109.8,106.8,2.9,0.607,1.62,18.0,0.269,0.748,0.511,0.152,0.536,0.569,98.85,7184,0.517,1,8,4,24,1,8,15,27,15,14,7,9,28,18,19,21,8,2020-21,2020,Average,0.033,0.479,2.934,0.359,
1610612763,Memphis Grizzlies,72,0.528,3481.0,111.7,110.5,1.2,0.628,2.03,18.9,0.285,0.736,0.507,0.131,0.528,0.56,100.77,7302,0.511,1,15,11,15,7,14,7,3,9,4,15,11,6,22,22,8,9,2020-21,2020,Average,0.032,0.451,1.191,0.376,
1610612748,Miami Heat,72,0.556,3476.0,110.6,110.7,-0.1,0.671,1.87,19.5,0.24,0.733,0.491,0.144,0.546,0.581,97.09,7036,0.509,1,13,16,18,10,17,2,10,3,29,19,22,21,11,9,29,13,2020-21,2020,Average,0.035,0.493,-0.103,0.347,
1610612749,Milwaukee Bucks,72,0.639,3466.0,116.5,110.7,5.8,0.569,1.84,18.0,0.269,0.755,0.519,0.134,0.566,0.593,102.85,7423,0.533,1,7,22,5,9,4,25,13,13,13,4,5,13,2,5,2,4,2020-21,2020,Successful,0.027,0.486,5.639,0.385,1.0
1610612750,Minnesota Timberwolves,72,0.319,3481.0,109.3,114.5,-5.3,0.63,1.8,18.0,0.271,0.717,0.484,0.139,0.52,0.555,101.96,7389,0.469,1,25,11,25,28,26,6,17,14,11,27,25,17,25,25,5,26,2020-21,2020,Unsuccessful,0.035,0.446,-5.198,0.345,0.0
1610612740,New Orleans Pelicans,72,0.431,3486.0,113.0,113.3,-0.3,0.612,1.78,18.3,0.302,0.755,0.527,0.144,0.537,0.57,100.54,7303,0.508,1,21,6,11,23,18,13,18,11,1,3,2,22,17,17,10,14,2020-21,2020,Average,0.033,0.453,-0.298,0.383,
1610612752,New York Knicks,72,0.569,3486.0,110.2,107.8,2.4,0.543,1.65,16.3,0.264,0.738,0.505,0.133,0.524,0.559,96.32,6994,0.502,1,11,6,22,4,9,29,24,27,17,12,12,11,23,23,30,15,2020-21,2020,Average,0.035,0.474,2.492,0.372,
1610612760,Oklahoma City Thunder,72,0.306,3471.0,102.8,113.4,-10.6,0.568,1.37,16.1,0.254,0.742,0.494,0.158,0.509,0.539,101.61,7353,0.442,1,26,19,30,24,30,26,30,29,19,10,20,30,28,29,7,30,2020-21,2020,Unsuccessful,0.03,0.488,-10.432,0.336,0.0
